-7.113708736765900072e-19,3.283136669469538527e-02
1.363134687694886244e-17,4.659341529573944596e-02
3.508777336434022074e-17,6.132531077520757962e-02
-6.554185144422522211e-17,7.864271130546550415e-02
-7.683350212248724001e-16,9.809922927993364183e-02
-1.897950715211474159e-15,1.208303053436411562e-01
4.404302299610819986e-15,1.440414836649870078e-01
4.497662240837160365e-14,1.658043732836710638e-01
1.026141850000922415e-13,1.882861584426782087e-01
-2.896540586199219845e-13,2.103431165983249973e-01
-2.624941007147288508e-12,2.250167892799513070e-01
-5.499818973078404607e-12,2.371908453842388464e-01
1.873854980256322052e-11,2.439090432782306528e-01
1.527411928095381398e-10,2.418872076745773037e-01
2.917736395119747076e-10,2.355799615460186791e-01
-1.196310508721380372e-09,2.241390152066394525e-01
-8.861394045641527233e-09,2.055315354432335762e-01
-1.529025467778566105e-08,1.834711947839771096e-01
7.554427034472429566e-08,1.604757393179608582e-01
5.125718905496230203e-07,1.362959844348703153e-01
7.892796120174021393e-07,1.135729451784692895e-01
-4.726564464667676725e-06,9.216845379609073241e-02
-2.955998835909537137e-05,7.223047939384096006e-02
-3.997037544417866091e-05,5.545941907138752375e-02
2.933827744981231506e-04,4.382087164960082187e-02
1.699543716127637416e-03,2.874788221799223081e-02
1.973728959122959120e-03,2.092018015262240779e-02
3.178678728619262032e-03,1.661410884045975631e-02
4.335868579920283336e-03,1.240560442983660097e-02
6.469367561571476993e-03,1.028062706604000731e-02
8.381604093813339873e-03,1.398686698973589278e-02
1.193869369014463437e-02,1.500456636646366887e-02
1.670444787815809559e-02,1.374190688621083553e-02
2.215284255525771379e-02,1.525854373707783221e-02
2.925722866082828763e-02,1.987692002395743257e-02
3.625305034579581753e-02,2.561023879206450124e-02
4.472022886636113637e-02,3.113599556453549438e-02
5.361739364149139403e-02,3.780271301164146031e-02
6.434310122590952696e-02,4.842565127921356211e-02
7.691404821567952854e-02,5.551998154145641046e-02
8.981454356453938415e-02,6.313449553655711699e-02
1.029638506567605444e-01,7.526415204847382301e-02
1.165087843457603967e-01,8.441721139162437770e-02
1.290198119952445655e-01,9.246006848452741067e-02
1.427394775550733796e-01,1.024222779642650627e-01
1.544214336928625142e-01,1.090415551609079797e-01
1.635036823943677442e-01,1.158233070264431813e-01
1.708011524350311894e-01,1.227252235922431933e-01
1.770434241596272607e-01,1.238234436243532827e-01
1.801081100233759835e-01,1.261335564062327497e-01
1.802547467433342210e-01,1.268147784899461006e-01
1.763728186551047628e-01,1.271636477968358936e-01
1.719952889440348742e-01,1.212041259959294182e-01
1.642079696491687002e-01,1.155393100748691726e-01
1.541777329103236616e-01,1.102492501615356668e-01
1.435082670539270799e-01,1.012922166140174940e-01
1.310157547158624369e-01,9.291846089649306861e-02
1.177174915072665418e-01,8.424110023244096856e-02
1.050074628282521155e-01,7.546230933849394640e-02
9.306089174335700764e-02,6.501757410584554919e-02
8.146587635662390359e-02,5.599000007930775291e-02
7.109161001213493147e-02,4.510532307561008342e-02
6.173751552419037142e-02,3.703944916629032386e-02
5.451161630622337190e-02,2.946635213022664665e-02
4.831081557177622360e-02,2.119066617401554192e-02
4.469047350868794732e-02,1.502718245168281966e-02
4.213967059642979851e-02,1.385140544371697181e-02
4.112691922860170490e-02,1.008996997832565037e-02
4.298610691292041597e-02,5.457805899810748949e-03
4.502171697672961714e-02,3.631542908047128999e-03
4.929981195777240199e-02,5.441759056760038515e-04
5.580684720985038677e-02,-1.060927180305963114e-04
6.283722291711520136e-02,-6.281963056068216964e-05
6.968042305437656403e-02,-8.634319096300990077e-06
7.886811503118069944e-02,2.030034787321378410e-06
8.875442930080343351e-02,1.083440477969041322e-06
1.001626960810258343e-01,1.355594902123173915e-07
1.098198080630830714e-01,-3.835144106888670348e-08
1.199270404314588256e-01,-1.863048311783884031e-08
1.303191671110242311e-01,-2.101392488939942864e-09
1.400669297299710347e-01,7.169054417975150798e-10
1.484654381282900781e-01,3.194101877604804095e-10
1.564921586023488576e-01,3.206684436075324577e-11
1.638714087003355080e-01,-1.328137059466887379e-11
1.690198872051324186e-01,-5.459682906321196379e-12
1.728029976259565226e-01,-4.796124280502211371e-13
1.744017278314438646e-01,2.441500495095148682e-13
1.747039986822647439e-01,9.303801622568812356e-14
1.731654981545373007e-01,6.984466870826957607e-15
1.695401124513770674e-01,-4.457766039421647199e-15
1.640687953246890152e-01,-1.580518697680256226e-15
1.581467063597601364e-01,-9.796690235498282019e-17
1.504903924242388669e-01,8.090052495062243225e-17
1.417590097132588323e-01,2.676378618283753985e-17
1.331186649737926553e-01,1.297833781716492651e-18
1.228476796134221616e-01,-1.460241641062153312e-18
1.109224658969751171e-01,-4.516872909847728235e-19
1.006692599078318900e-01,-1.533396291621262544e-20
9.021562828457413419e-02,2.686045812640727602e-20
8.088958714215226109e-02,6.277716288093378473e-21
