0.000000000000000000e+00,0.000000000000000000e+00,5.897426457021905044e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.754449794701370635e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.451868045401722540e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.294385708993313955e+00
0.000000000000000000e+00,4.096241574208369651e-01,5.087742391183293300e+00
0.000000000000000000e+00,1.208536321859225771e+00,4.902734805234371329e+00
0.000000000000000000e+00,1.845041383310554117e+00,4.687580954075638573e+00
0.000000000000000000e+00,2.485943586206354805e+00,4.498225437026026619e+00
0.000000000000000000e+00,3.196909547818901576e+00,4.281051039203711106e+00
0.000000000000000000e+00,3.667212142209646863e+00,4.179405996429586878e+00
0.000000000000000000e+00,4.159634796530109924e+00,4.043676623905344769e+00
0.000000000000000000e+00,4.723695778325157413e+00,3.827344477847088200e+00
0.000000000000000000e+00,5.219468383176831594e+00,3.708304254871174432e+00
0.000000000000000000e+00,5.677361117338300289e+00,3.526309783924570063e+00
0.000000000000000000e+00,6.112086526352454641e+00,3.372976103511423407e+00
0.000000000000000000e+00,6.526085168383721324e+00,3.330154210677871429e+00
0.000000000000000000e+00,6.835352394956831112e+00,3.159918871836411736e+00
0.000000000000000000e+00,7.214756273317620483e+00,3.059599003607607060e+00
0.000000000000000000e+00,7.440423637932426004e+00,2.950325469674131451e+00
0.000000000000000000e+00,7.842667604853194696e+00,2.849394332430014831e+00
0.000000000000000000e+00,8.133554681063699832e+00,2.669115757914854559e+00
0.000000000000000000e+00,8.388670735465378669e+00,2.571945245502711863e+00
0.000000000000000000e+00,8.653855166958583922e+00,2.471099895156477544e+00
0.000000000000000000e+00,8.905923467491424717e+00,2.383008665361239675e+00
0.000000000000000000e+00,9.174468306000733264e+00,2.263899294087786007e+00
0.000000000000000000e+00,9.367053749817893404e+00,2.175141074031908595e+00
0.000000000000000000e+00,9.500911588811812081e+00,2.067882931925352885e+00
0.000000000000000000e+00,9.794206941244121722e+00,1.946300277694048564e+00
0.000000000000000000e+00,9.969786875786516234e+00,1.862398429096015606e+00
0.000000000000000000e+00,1.011675661673579008e+01,1.817113103494107262e+00
0.000000000000000000e+00,1.031758927293126682e+01,1.671808099920345958e+00
0.000000000000000000e+00,1.047607243662373833e+01,1.613075535316186970e+00
0.000000000000000000e+00,1.060147750546272327e+01,1.545402616095430171e+00
0.000000000000000000e+00,1.060785243883966800e+01,1.473074530342949107e+00
0.000000000000000000e+00,1.083859106185668431e+01,1.334875450983989742e+00
0.000000000000000000e+00,1.102587931760314355e+01,1.283207996795363570e+00
0.000000000000000000e+00,1.101731508879235122e+01,1.251193352107463408e+00
0.000000000000000000e+00,1.118871604768652794e+01,1.152419975370676974e+00
0.000000000000000000e+00,1.120463184762158804e+01,1.134608920801031484e+00
0.000000000000000000e+00,1.136427079356660030e+01,1.047403504961158527e+00
0.000000000000000000e+00,1.139877795945969119e+01,9.726140226866299976e-01
0.000000000000000000e+00,1.150832141362357852e+01,9.569684077480536954e-01
0.000000000000000000e+00,1.153158490117734480e+01,8.654681716158005855e-01
0.000000000000000000e+00,1.163301379143574188e+01,8.365652488684640620e-01
0.000000000000000000e+00,1.174793343548200575e+01,6.872657368538908074e-01
0.000000000000000000e+00,1.177827578964506650e+01,7.191376591465693524e-01
0.000000000000000000e+00,1.188919813644035628e+01,6.140360465730121398e-01
0.000000000000000000e+00,1.180018298829347856e+01,5.963889718821544506e-01
0.000000000000000000e+00,1.191145498430655181e+01,4.756383325584914168e-01
0.000000000000000000e+00,1.192074719733566290e+01,4.707904786932027297e-01
0.000000000000000000e+00,1.198161437004349317e+01,3.612673236281785383e-01
0.000000000000000000e+00,1.203718127882681443e+01,3.662195621863169048e-01
0.000000000000000000e+00,1.201678375895164308e+01,3.699784173511767582e-01
0.000000000000000000e+00,1.211442890791617266e+01,2.425800186495064570e-01
0.000000000000000000e+00,1.213376512319089784e+01,1.382860450742188219e-01
0.000000000000000000e+00,1.211583217266390200e+01,1.539256245886060914e-01
0.000000000000000000e+00,1.217462524779122823e+01,8.532340991578862832e-02
0.000000000000000000e+00,1.220700389569163491e+01,8.644755141096505113e-02
0.000000000000000000e+00,1.227514740872659260e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.217642981462653751e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.239009036758917226e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.227525833225949015e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.227702775862057827e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.226300478571664065e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.227012990669140891e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.226701881852696907e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.233656180231986355e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.239944033407894253e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.236265731416394509e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.233451979512189567e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.229891444297919989e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.233340240557006773e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.228621850648236524e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.227529571727344404e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.232539044452265742e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.230358408461756525e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.229077306011284421e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.229411380123315034e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.232517083310489170e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.234780361999199272e+01,0.000000000000000000e+00
