iteration,lof
0,6.81516260589265
1,4.556314183488859
2,4.496400041361081
3,4.478911964093458
4,4.47889100433037
5,4.494260339125143
6,4.548854093205567
7,4.723715222112885
8,5.3041078958401116
9,6.899766384546294
10,9.721791824065082
11,12.924426170958395
12,15.464354358351203
13,17.047114841927392
14,17.908589621138134
15,18.313781399839122
16,18.500875744591124
17,18.582219119882062
18,18.61219151836121
19,18.61519718013859
20,18.606872132435427
21,18.593830620838446
22,18.578842967339806
23,18.562796987517125
24,18.54551647776942
25,18.527656928192005
26,18.509536430974705
27,18.491308816744088
28,18.473048259364568
29,18.454790387560614
30,18.436552226094378
31,18.418341848063612
32,18.400163035510978
33,18.38201752320043
34,18.363906074998265
35,18.34582899795244
36,18.327786386445077
37,18.30977823730904
38,18.291804503584018
39,18.27386511929135
40,18.255960010638084
41,18.238089100950493
42,18.22025231275018
43,18.202449568565537
44,18.18468079120273
45,18.166945903799984
46,18.149244829804882
47,18.131577492934028
48,18.11394381713352
49,18.096343726547566
50,18.078777145496623
51,18.06124399846104
52,18.04374421007089
53,18.026277705099147
54,18.00884440845771
55,17.991444245194312
56,17.974077140491556
57,17.956743019666476
58,17.93944180816896
59,17.922173431583225
60,17.904937815627736
61,17.887734886155393
62,17.870564569154553
63,17.853426790748088
64,17.83632147719568
65,17.819248554893267
66,17.80220795037498
67,17.7851995903107
68,17.768223401511104
69,17.751279310923664
70,17.734367245635603
71,17.71748713287371
72,17.700638900005284
73,17.68382247453931
74,17.6670377841247
75,17.650284756551105
76,17.6335633197547
77,17.616873401809464
78,17.600214930933884
79,17.583587835489354
80,17.56699203807392
81,17.550427436088274
82,17.53389392461657
83,17.517391294772512
84,17.500919341400504
85,17.48447798500254
86,17.46806722637188
87,17.451686754887938
88,17.43533627435672
89,17.419015549393656
90,17.402724402305182
91,17.38646269829702
92,17.370230331322038
93,17.354027213497915
94,17.337853268034443
95,17.321708424759514
96,17.305592617385805
97,17.289505781904946
98,17.273447855644214
99,17.257418776724247
100,17.241418483758718
101,17.225446915681243
102,17.20950401164387
103,17.19358971097316
104,17.177703953138252
105,17.161846677741487
106,17.146017824486464
107,17.130217333217736
108,17.114445143865154
109,17.098701196488815
110,17.082985431250208
111,17.067297788432583
112,17.051638174073513
113,17.03600650954288
114,17.020402763969855
115,17.004826891976446
116,16.988558972276508
117,16.971644843506244
118,16.954415601158747
119,16.937041780108693
120,16.919610943344825
121,16.902167979544284
122,16.88473585460188
123,16.867326285363674
124,16.849945223386655
125,16.83259566893885
126,16.815279113376004
127,16.797996277516305
128,16.780747489194255
129,16.763532876094413
130,16.746352464101186
131,16.729206227431856
132,16.712094114146325
133,16.69501605907253
134,16.677971990451308
135,16.66096183318993
136,16.643985508926825
137,16.627042931049886
138,16.61013402378138
139,16.59325867058082
140,16.576416751561066
141,16.559608155350457
142,16.542832780558292
143,16.52609053413808
144,16.509381329106084
145,16.492705082758672
146,16.476061715130047
147,16.4594511479937
148,16.44287330438532
149,16.42632810807451
150,16.409815483399136
151,16.39333535495798
152,16.37688764774119
153,16.360472286879986
154,16.344089197696114
155,16.32773830574951
156,16.311419536806433
157,16.295132795551172
158,16.27887595080823
159,16.26264989751148
160,16.24645509377234
161,16.230291753702613
162,16.214159957253393
163,16.198059712035878
164,16.18199098742927
165,16.16595373227947
166,16.14994788491395
167,16.133973378269964
168,16.11803014265517
169,16.102118106924465
170,16.086237199353366
171,16.07038734795325
172,16.054568480896638
173,16.03878052625886
174,16.023023411878917
175,16.007297066272976
176,15.991601417772507
177,15.975936394948393
178,15.960301926459247
179,15.944697941345753
180,15.929124368698577
181,15.913581137208894
182,15.898068176702015
183,15.882585416198063
184,15.867132785730522
185,15.851710214699827
186,15.836317633300107
187,15.820954971410748
188,15.805622159591376
189,15.7903191277536
190,15.775045806484297
191,15.7598021268051
192,15.744588019673902
193,15.72940341536897
194,15.71424824578959
195,15.699122442207614
196,15.684025935493922
197,15.66895865764772
198,15.653920540314639
199,15.638911515828754
