0.000000000000000000e+00,-6.013420171645413914e-28,6.626420375221438175e-03,1.699682946389652045e+02
0.000000000000000000e+00,-1.202730607104666284e-27,7.414613125610466926e-03,2.079837992602420229e+02
0.000000000000000000e+00,-6.014351627157083930e-28,8.222804107087011358e-03,2.339423528723447419e+02
0.000000000000000000e+00,4.810689564540747810e-27,9.550491841275881785e-03,2.686642117877800615e+02
0.000000000000000000e+00,1.984465914863453527e-26,1.141811766211743399e-02,3.074492270193786112e+02
0.000000000000000000e+00,3.969011003445399561e-26,1.289313551074567146e-02,3.495879289245311270e+02
0.000000000000000000e+00,1.984736036961840235e-26,1.457083804416131438e-02,3.951277632560282882e+02
0.000000000000000000e+00,-1.635634917671609988e-25,1.720815810015840011e-02,4.411151925747720952e+02
0.000000000000000000e+00,-6.741170690364097496e-25,1.945904571511273065e-02,4.940363873150621430e+02
0.000000000000000000e+00,-1.348261010564331819e-24,2.137827981196965821e-02,5.576043019362764426e+02
0.000000000000000000e+00,-6.742088174043116192e-25,2.280758797173342012e-02,6.195840077821096656e+02
0.000000000000000000e+00,5.556348030518930512e-24,2.468510718724131053e-02,6.777256816744170465e+02
0.000000000000000000e+00,2.290013568808929766e-23,2.751287998921872480e-02,7.350168657571389303e+02
0.000000000000000000e+00,4.580118424915282784e-23,3.036445052918158166e-02,7.886332059074898098e+02
0.000000000000000000e+00,2.290325243137694622e-23,3.228613335043507837e-02,8.463992864028335816e+02
0.000000000000000000e+00,-1.887522695458765880e-22,3.428004142236539681e-02,9.069455558990041482e+02
0.000000000000000000e+00,-7.779304963259999316e-22,3.672920180059019435e-02,9.623753662623222453e+02
0.000000000000000000e+00,-1.555892003460631989e-21,3.962010777867668726e-02,1.016110635127407818e+03
0.000000000000000000e+00,-7.780363738494127002e-22,4.206838898034407498e-02,1.071586939043824032e+03
0.000000000000000000e+00,6.412020816529282536e-21,4.318271400306165214e-02,1.125667294676830807e+03
0.000000000000000000e+00,2.642673673939590391e-20,4.379553000718136579e-02,1.167530180783945070e+03
0.000000000000000000e+00,5.285452693341233071e-20,4.442016277842277677e-02,1.202731480054065969e+03
0.000000000000000000e+00,2.643033345844863262e-20,4.529444552645130184e-02,1.229207333492394127e+03
0.000000000000000000e+00,-2.178199554924497866e-19,4.633154112247813566e-02,1.245452777965171663e+03
0.000000000000000000e+00,-8.977311186431347132e-19,4.704619483579516176e-02,1.251813669853560896e+03
0.000000000000000000e+00,-1.795498023732558330e-18,4.754368882749610004e-02,1.255526296725752673e+03
0.000000000000000000e+00,-8.978533012134038212e-19,4.733577242705692967e-02,1.257089209548394820e+03
0.000000000000000000e+00,7.399466465926761712e-18,4.678964150520136672e-02,1.247382273549928641e+03
0.000000000000000000e+00,3.049643129712717708e-17,4.614512813738359809e-02,1.225636771144473641e+03
0.000000000000000000e+00,6.099407827997356036e-17,4.546305347330417690e-02,1.192732837187138330e+03
0.000000000000000000e+00,3.050058190779724600e-17,4.439867285105043859e-02,1.150646526452238959e+03
0.000000000000000000e+00,-2.513640398860175060e-16,4.309028094524535585e-02,1.103343979887135902e+03
0.000000000000000000e+00,-1.035980932983680946e-15,4.069284356579894180e-02,1.064324598142482728e+03
0.000000000000000000e+00,-2.072003163495368091e-15,3.831449195323424067e-02,1.019807769565748913e+03
0.000000000000000000e+00,-1.036121931563892299e-15,3.600543136512665554e-02,9.649234146624455661e+02
0.000000000000000000e+00,8.538977889658669500e-15,3.410139797256735161e-02,9.052042664068571867e+02
0.000000000000000000e+00,3.519285529014802320e-14,3.218335391994148198e-02,8.357270314834973988e+02
0.000000000000000000e+00,7.038711348056252663e-14,2.971340086641070452e-02,7.764503826457631703e+02
0.000000000000000000e+00,3.519764509126449080e-14,2.767478448114841366e-02,7.157355914164492106e+02
0.000000000000000000e+00,-2.900738842085088139e-13,2.572436711068834536e-02,6.529131691781470863e+02
0.000000000000000000e+00,-1.195521098932049010e-12,2.344078070264436764e-02,5.924814716078489027e+02
0.000000000000000000e+00,-2.391089855175630295e-12,2.147668113413791005e-02,5.384186197941090768e+02
0.000000000000000000e+00,-1.195683811171429786e-12,1.954650296994810132e-02,4.829030661182806057e+02
0.000000000000000000e+00,9.853973085199636597e-12,1.736779615801450904e-02,4.320812339499939299e+02
0.000000000000000000e+00,4.061252450839951109e-11,1.563842636788802601e-02,3.863554053600234965e+02
0.000000000000000000e+00,8.122666796249085144e-11,1.320782271925514603e-02,3.457673923911061706e+02
0.000000000000000000e+00,4.061805193473728268e-11,1.125400513001809620e-02,2.976492713693453425e+02
0.000000000000000000e+00,-3.347450110125792488e-10,9.464843573020877837e-03,2.610783089749324404e+02
0.000000000000000000e+00,-1.379630312186651388e-09,8.643064812031654373e-03,2.291276366201873032e+02
0.000000000000000000e+00,-2.759315620869512687e-09,8.427780103452350152e-03,1.912587419877943944e+02
0.000000000000000000e+00,-1.379818081969893846e-09,8.309464689454539379e-03,1.615388523401863949e+02
0.000000000000000000e+00,1.137147640134249862e-08,6.987223626452362078e-03,1.383289720071658735e+02
0.000000000000000000e+00,4.686681808983774403e-08,6.112231028145989099e-03,1.195917365110222335e+02
0.000000000000000000e+00,9.373550444160091866e-08,5.736857901759117619e-03,1.070269180732948087e+02
0.000000000000000000e+00,4.687319673504164756e-08,5.221176514718473688e-03,9.510600675184593911e+01
0.000000000000000000e+00,-3.862954526346323196e-07,5.403966217579565974e-03,7.271876137252762362e+01
0.000000000000000000e+00,-1.592092184742296469e-06,5.846876258699352721e-03,5.242195863741734740e+01
0.000000000000000000e+00,-3.184247835393561501e-06,6.394581622378723088e-03,3.647416391095865862e+01
0.000000000000000000e+00,-1.592308870909446119e-06,6.945197859377998627e-03,2.925841803302354194e+01
0.000000000000000000e+00,1.312267391317615265e-05,7.294674790220113426e-03,3.127110369009220747e+01
0.000000000000000000e+00,5.408426746314822664e-05,7.977647842633540237e-03,2.524714153835931540e+01
0.000000000000000000e+00,1.081706908989394619e-04,8.555820417944517975e-03,1.409502027264579382e+01
0.000000000000000000e+00,5.409162841418607931e-05,1.021138020493609841e-02,1.155832270218274616e+01
0.000000000000000000e+00,1.315580921952733983e-05,1.172512521826480150e-02,8.176058031860996778e+00
0.000000000000000000e+00,-1.511294302769625270e-06,1.319380259483080194e-02,4.304633619355262120e+00
0.000000000000000000e+00,-3.095828209492363116e-06,1.466580956876279047e-02,3.849772777392157064e+00
0.000000000000000000e+00,-1.761349951889163532e-06,1.655466196805240736e-02,2.107931579987774473e+00
0.000000000000000000e+00,-1.479760562223591377e-06,1.927914695194469716e-02,1.540321037510307356e+00
0.000000000000000000e+00,-2.700261168980883174e-06,2.166905330562343690e-02,5.284297081671129881e-01
0.000000000000000000e+00,-2.912531776199093114e-06,2.373742717957771572e-02,4.519108989232177923e-03
0.000000000000000000e+00,5.794269950045490110e-06,2.606797943632882184e-02,-1.560086593265218036e-01
0.000000000000000000e+00,3.715604989607476107e-05,2.858626187553223869e-02,-8.678971406179959713e-02
0.000000000000000000e+00,9.332017404811963370e-05,3.135478176546639684e-02,6.514579670703196657e-01
0.000000000000000000e+00,1.021219086002614693e-04,3.462975243241387530e-02,2.671595834480355869e+00
0.000000000000000000e+00,1.149086013742272087e-04,3.844036586375840225e-02,5.283569404438190453e+00
0.000000000000000000e+00,8.331951361811308057e-05,4.267087482884970862e-02,2.454132524252990777e+00
0.000000000000000000e+00,1.461878149467830859e-04,4.668119830251539482e-02,1.994306183761847207e+00
0.000000000000000000e+00,3.166165932771283038e-04,5.053217098903368953e-02,6.806846324295864115e+00
0.000000000000000000e+00,3.153333066324737503e-04,5.510041215761746214e-02,1.580589651966245235e+01
0.000000000000000000e+00,2.352019202200688599e-04,5.997789930404556075e-02,1.429190769507729186e+01
0.000000000000000000e+00,8.367469686822329525e-05,6.565939998307707137e-02,8.667365612777340189e+00
0.000000000000000000e+00,8.029973090251960741e-06,7.078677739604197217e-02,5.934613721271869480e+00
0.000000000000000000e+00,-1.180330833697702105e-05,7.553882937164191347e-02,8.724004220838414980e+00
0.000000000000000000e+00,-1.195615081709940501e-05,8.076499942878326288e-02,7.796661869210766760e+00
0.000000000000000000e+00,-4.952941079796908167e-06,8.579469778401600799e-02,2.959152759778527653e+00
0.000000000000000000e+00,2.059423577944757093e-05,9.080890266807847833e-02,5.260772879971348237e-01
0.000000000000000000e+00,8.597917682474493482e-05,9.517869022498609555e-02,1.459442249735536823e+00
0.000000000000000000e+00,1.713072075613109578e-04,9.979046764690903404e-02,5.669099864868410776e+00
0.000000000000000000e+00,1.003988724634490037e-04,1.048391227045433194e-01,1.014601785379935883e+01
0.000000000000000000e+00,5.806193247092316761e-05,1.095943590301854537e-01,1.372082424515921950e+01
0.000000000000000000e+00,2.830640359659949653e-05,1.139251205995580329e-01,2.022979673648290699e+01
0.000000000000000000e+00,6.748956215793630760e-05,1.178245342750936647e-01,1.451311580290792236e+01
0.000000000000000000e+00,1.753558772791929249e-04,1.208215793613583028e-01,7.928089656476712932e+00
0.000000000000000000e+00,2.166706937687560913e-04,1.237475975353737462e-01,9.082237580973801627e+00
0.000000000000000000e+00,3.549708366767537291e-04,1.261335167167757232e-01,1.317672618614627034e+01
0.000000000000000000e+00,3.304127977158243662e-04,1.287352058094246854e-01,1.539050349720121069e+01
0.000000000000000000e+00,1.363333646797884125e-04,1.316890152818914750e-01,1.090622512102405572e+01
0.000000000000000000e+00,6.594912878621983574e-05,1.334452052505583075e-01,1.021957540660227082e+01
0.000000000000000000e+00,1.398099518931156975e-04,1.342168310571274781e-01,7.274753501063613292e+00
0.000000000000000000e+00,2.465674382860334420e-04,1.345432537740738899e-01,6.934803900945127886e+00
0.000000000000000000e+00,1.205058886574267649e-04,1.352064714020633773e-01,4.293824724437753204e+00
0.000000000000000000e+00,2.794145126802470699e-05,1.349832759111160574e-01,3.814574939168089429e+00
0.000000000000000000e+00,-5.821502936297175301e-06,1.338881311100846849e-01,7.731704764223953141e+00
0.000000000000000000e+00,-1.136150554571270419e-05,1.321976029671449449e-01,1.065071454035698295e+01
0.000000000000000000e+00,-7.614082277801358025e-06,1.301448541668067671e-01,1.670954864833677078e+01
0.000000000000000000e+00,9.208252241282789859e-06,1.278721118443825466e-01,1.745299875509839538e+01
0.000000000000000000e+00,5.812114794098837962e-05,1.247558668632020168e-01,1.133836786275453967e+01
0.000000000000000000e+00,1.397237502681984700e-04,1.213020566659824828e-01,7.123642330831069458e+00
0.000000000000000000e+00,1.383729087878193538e-04,1.177413680367688231e-01,8.336455534216348440e+00
0.000000000000000000e+00,2.052056316120277055e-04,1.134977797623713675e-01,1.510334392713767926e+01
0.000000000000000000e+00,2.146131092773616007e-04,1.093131559135107067e-01,1.183401626198908296e+01
0.000000000000000000e+00,2.799174479078845256e-04,1.049065780106382961e-01,8.021482652315361506e+00
0.000000000000000000e+00,4.755139649174318708e-04,9.971829797726061706e-02,7.535007500642926459e+00
0.000000000000000000e+00,6.327050410719932535e-04,9.442219483208653952e-02,7.604175696879682533e+00
0.000000000000000000e+00,5.371188977134166813e-04,9.003181308912236447e-02,4.753463026401085756e+00
0.000000000000000000e+00,5.544321686373110316e-04,8.512816479237357570e-02,3.344668807747215311e+00
0.000000000000000000e+00,6.464993163840108189e-04,7.993004265473406533e-02,7.387992899915659883e+00
0.000000000000000000e+00,7.489312537256460596e-04,7.477865810987592565e-02,1.420429754640957398e+01
0.000000000000000000e+00,7.440951546129273434e-04,7.021026894298200427e-02,1.290064739683995754e+01
0.000000000000000000e+00,6.379431155793893488e-04,6.582068719080133579e-02,1.221495335111861813e+01
0.000000000000000000e+00,4.766033923295908835e-04,6.174034967720203743e-02,1.498471764489861968e+01
0.000000000000000000e+00,5.990769453803902181e-04,5.731064747103366969e-02,1.437305507174230179e+01
0.000000000000000000e+00,9.436075051940369472e-04,5.240371889490075957e-02,8.946318730018454346e+00
0.000000000000000000e+00,1.119888708141965296e-03,4.785154048087034151e-02,8.830148993385250833e+00
0.000000000000000000e+00,1.166871387763763904e-03,4.408097484028787594e-02,6.257548775463952495e+00
0.000000000000000000e+00,1.388461615164801382e-03,4.020419032426582329e-02,6.816095672538818206e+00
0.000000000000000000e+00,1.884834719724405886e-03,3.555522945329546436e-02,7.737573293292429710e+00
0.000000000000000000e+00,2.137568361312413429e-03,3.195883313636523060e-02,4.005151932627266653e+00
0.000000000000000000e+00,2.249093179277780741e-03,2.929888872604886896e-02,1.902313500719916561e+00
0.000000000000000000e+00,2.436778978434114232e-03,2.650769836090058687e-02,3.827352756431819381e-01
0.000000000000000000e+00,2.685277504664434611e-03,2.375071235420994631e-02,-2.025456631814479269e-01
0.000000000000000000e+00,3.046714912054186795e-03,2.145126800709042103e-02,-2.679627876188478419e-01
